Number of Records,Asian Hospice Beneficiaries,Average Age,Black Hospice Beneficiaries,City,Female Hospice Beneficiaries,Hispanic Hospice Beneficiaries,Home Health Visit Hours Per Day,Home Health Visit Hours Per Day During Week Prior To Death,Hospice Beneficiaries,Hospice Beneficiaries With A Primary Diagnosis Of Cancer,Hospice Beneficiaries With A Primary Diagnosis Of Circulatory Heart Disease,Hospice Beneficiaries With A Primary Diagnosis Of Dementia,Hospice Beneficiaries With A Primary Diagnosis Of Respiratory Disease,Hospice Beneficiaries With A Primary Diagnosis Of Stroke,Hospice Beneficiaries With More Than One Hundred Eighty Hospice Care Days,Hospice Beneficiaries With More Than Sixty Hospice Care Days,Hospice Beneficiaries With Other Primary Diagnoses,Hospice Beneficiaries With Seven Or Fewer Hospice Care Days,Hrr,Male Hospice Beneficiaries,Medicaid Eligible Hospice Beneficiaries,Medicare Advantage Hospice Beneficiaries,Name,Other Unknown Race Hospice Beneficiaries,Percent Routine Home Care Days,Physician Services,Provider Id,Site Of Service Assisted Living Facility Hospice Beneficiaries,Site Of Service Home Hospice Beneficiaries,Site Of Service Inpatient Hospice Hospice Beneficiaries,Site Of Service Inpatient Hospital Hospice Beneficiaries,Site Of Service Long Term Care Or Non Skilled Nursing Facility Hospice Beneficiaries,Site Of Service Other Facility Hospice Beneficiaries,Site Of Service Skilled Nursing Facility Hospice Beneficiaries,Skilled Nursing Visit Hours Per Day,Skilled Nursing Visit Hours Per Day During Week Prior To Death,Social Service Visit Hours Per Day,Social Service Visit Hours Per Day During Week Prior To Death,State,Street Address,Total Charge Amount,Total Days,Total Live Discharges,Total Medicare Payment Amount,Total Medicare Standard Payment Amount,White Hospice Beneficiaries,Zip Code
1,,82.4,0,HONESDALE,55,,0.358,0.112,109,40,,,17,,,23,30,49,PA - Scranton,54,15,11,WAYNE MEMORIAL HOSP DEPT OF HH,0,97,0,391642,0,70,0,37,0,,,0.267,0.304,0.023,0.055,PA,600 MAPLE AVENUE AND STOURBRIDGE MALL,1280172,4170,,663067,704179,106,18431
1,0,79.5,67,GREENWOOD,234,,0.397,0.345,401,166,64,45,43,24,,67,59,139,SC - Columbia,167,75,72,HOSPICE CARE OF THE PIEDMONT,,88,1235,421507,,203,146,,22,22,0,0.895,0.878,0.114,0.105,SC,408 W ALEXANDER AVE,6058339,12106,32,2467864,2727504,332,29646
1,,79,259,COLUMBIA,432,,0.298,0.087,780,208,117,68,158,65,28,126,164,402,SC - Columbia,348,170,148,PALMETTO HEALTH HOSPICE,,89,0,421511,,250,,466,11,0,47,0.225,0.229,0.061,0.079,SC,PO BOX 7275,7687266,24831,66,4796833,5246696,509,29202
1,0,85.3,40,CHAPIN,364,,0.486,0.168,535,102,71,188,34,34,123,277,106,61,SC - Columbia,171,82,81,LUTHERAN HOSPICE,,100,22,421529,100,189,0,,245,,0,0.172,0.419,0.035,0.077,SC,102 FORTRESS DRIVE,11773779,56732,65,8248281,8732839,487,29036
1,,80.6,165,COLUMBIA,470,,0.342,0.125,829,253,187,185,67,32,174,376,105,92,SC - Columbia,359,203,177,HOSPICE CARE OF TRI COUNTY,,100,73,421531,34,634,0,,0,,157,0.151,0.291,0.062,0.094,SC,"166 STONERIDGE DRIVE, SUITE 100",17376079,80955,187,11203006,12430086,657,29201
1,,81,349,WEST COLUMBIA,1215,17,0.983,0.215,1901,270,322,745,210,118,596,1092,236,242,SC - Columbia,686,450,477,AGAPE COMMUNITY HOSPICE,,98,447,421550,490,994,174,14,51,16,162,0.136,0.28,0.031,0.063,SC,805 BUFF STREET,69739247,251134,432,37537936,40183494,1524,29169
1,,79.5,113,CHESTER,237,,0.339,0.157,413,85,111,69,54,34,84,180,60,52,SC - Columbia,176,162,100,PRUITTHEALTH HOSPICE- PIEDMONT,,100,0,421565,,259,0,,107,0,39,0.203,0.381,0.031,0.053,SC,118 YORK STREET,8030716,39409,82,5665901,6069608,294,29706
1,,81.1,81,ORANGEBURG,130,,0.299,0.134,233,52,33,48,23,28,26,88,49,36,SC - Columbia,103,116,41,UNITED HOSPICE OF THE MIDLANDS,0,99,0,421573,,123,0,,75,0,30,0.239,0.352,0.038,0.068,SC,1055 SAINT MATTHEWS ROAD,3376830,16382,41,2345117,2535903,148,29115
1,,80.7,63,COLUMBIA,146,0,0.429,0.142,246,39,45,60,45,20,43,91,37,67,SC - Columbia,100,44,42,HOSPICE ADVANTAGE,,98,0,421588,13,155,18,46,0,0,14,0.248,0.484,0.073,0.128,SC,115 BLARNEY DRIVE,5860372,19858,39,2947392,3233123,178,29223
1,,79,131,HARTSVILLE,315,,0.703,0.191,544,124,114,134,55,49,128,284,68,35,SC - Columbia,229,117,110,"EMBRACE HOSPICE OF SC, LLC",,99,0,421590,44,455,0,15,26,,,0.217,0.35,0.035,0.062,SC,202 SOUTH 2ND STREET,14234949,60694,130,8482626,9407973,403,29550
1,,79.4,33,COLUMBIA,142,0,0.703,0.24,270,105,62,25,48,,35,139,23,24,SC - Columbia,128,34,63,COMPASSIONATE CARE HOSPICE,,99,,421606,13,251,,0,,0,,0.195,0.457,0.036,0.039,SC,455 ST ANDREWS ROAD,4826501,23936,64,3408527,3733031,234,29210
1,0,82.9,27,IRMO,158,,0.874,0.618,253,48,57,43,47,11,59,125,47,32,SC - Columbia,95,44,69,"BLUE RIDGE HOSPICE, INC",,99,0,421609,39,169,,,0,0,38,0.265,0.871,0.045,0.086,SC,110 MINISTRY DRIVE,5368344,26388,59,3823837,4084700,224,29063
1,0,76.5,15,COLUMBIA,,0,0.431,0.205,29,14,,,,,,,,,SC - Columbia,,,,REST ASSURED FAMILY SERVICES,0,100,0,421613,0,29,0,0,0,0,0,0.17,0.299,0.052,0.163,SC,425 SUMMIT TERRACE COURT BLDG 1 SUITE C,432322,1947,,273560,300331,14,29229
1,,77,,HARTSVILLE,,0,0.419,0.167,20,,,,,,,,,,SC - Columbia,,,,"HOSPICE OF THE PALMETTO STATE, LLC",0,100,0,421619,0,20,0,0,0,0,0,0.212,0.278,0.039,,SC,210 SOUTH 2ND STREET,285944,1471,,201700,227275,,29550
1,0,85.5,,IRMO,,0,0.582,0.177,17,,,,,0,,,,,SC - Columbia,,,,"ALL SEASONS HEALTHCARE, INC",,100,0,421625,12,,0,0,0,,0,0.315,0.281,0.073,,SC,7142 WOODROW STREET,189577,845,,119991,131950,15,29063
1,0,79.8,18,COLUMBIA,23,0,0.544,0.24,35,,11,,,,,23,,0,SC - Columbia,12,,11,SOUTH CAROLINA HOSPICE & PALLIATIVE CARE,0,100,0,421596,,34,0,0,0,,0,0.16,0.306,0.051,0.099,SC,"140 STONERIDGE DRIVE, SUITE 630",892199,4621,16,642885,708894,17,29210
1,0,78.1,37,COLUMBIA,35,0,0.587,0.276,48,,14,,,,24,40,15,,SC - Columbia,13,,20,GENTLE CARE HOSPICE LLC,0,100,0,421603,,47,0,0,0,,0,0.19,0.645,0.049,0.303,SC,"9400 TWO NOTCH ROAD, SUITE C",1815923,8178,27,1137462,1252564,11,29223
1,0,78.1,17,SUMTER,12,0,0.893,,26,,,,,0,,19,,,SC - Columbia,14,,,"HOSPICE CARE OF SUMTER, LLC",,100,0,421599,0,26,0,0,0,0,0,0.182,,0.011,,SC,314 B NORTH MAGNOLIA STREET,1035209,4700,15,629810,715340,,29150
1,0,77.7,52,SUMTER,40,0,0.136,0.066,61,,18,18,,,19,41,,,SC - Columbia,21,24,16,CAROLINA OF SUMTER,,100,0,421607,0,58,0,0,0,,,0.099,0.118,0.029,0.063,SC,447 NORTH MAIN STREET,1491889,8201,30,1075883,1251678,,29150
1,0,78.1,24,COLUMBIA,35,,0.634,0.172,57,,,28,,,20,38,,,SC - Columbia,22,28,20,ARISTA HOSPICE LLP,,100,0,421610,21,28,0,0,0,,,0.26,0.194,0.046,0.052,SC,1300 SUMTER STREET 200,1813997,8360,17,1149205,1285200,32,29201
1,0,83.1,11,COLUMBIA,41,0,0.553,0.137,68,11,21,,14,,18,40,,,SC - Columbia,27,12,,"ABBEY ROAD HOSPICE, LLC",0,100,0,421583,24,34,0,0,0,,,0.127,0.298,0.045,0.067,SC,5429 BUSH RIVER ROAD,1291883,8302,11,1159504,1274875,57,29212
1,0,84.3,,IRMO,42,,0.077,0.042,69,,13,18,,,18,41,21,,SC - Columbia,27,16,,"LIGHTHOUSE HOSPICE GROUP, LLC",,100,0,421608,29,21,0,0,0,0,19,0.068,0.106,0.011,0.033,SC,110 OAK PARK DRIVE,1665735,8053,21,1127460,1238353,55,29063
1,,84.6,43,COLUMBIA,70,,0.136,0.081,101,,14,57,,,0,14,11,,SC - Columbia,31,35,17,"AHAVA HOSPICE, INC",,100,0,421600,23,69,0,0,,0,,0.058,0.091,0.006,,SC,7505 IRMO DRIVE,1015972,4638,89,644570,710991,57,29212
1,0,79.7,26,CAMDEN,82,,0.292,0.066,131,42,34,14,11,,13,34,22,49,SC - Columbia,49,24,15,KERSHAWHEALTH HOSPICE,,95,0,421519,0,76,0,55,0,0,0,0.327,0.427,0.049,0.109,SC,124 BATTLESHIP ROAD,1937749,7051,,1128218,1236473,104,29020
1,,81.1,39,SUMTER,79,,0.339,0.077,140,38,33,24,19,,,24,16,54,SC - Columbia,61,27,13,TUOMEY HOSPICE,0,95,59,421509,0,99,0,41,0,0,0,0.326,0.293,0.073,0.086,SC,"500 PINEWOOD ROAD, SUITE 2",1628941,5115,,793951,917032,97,29154
1,0,82.4,64,IRMO,136,,0.226,0.081,198,36,35,82,20,,60,121,15,,SC - Columbia,62,48,40,AHAVA HOSPICE OF COLUMBIA,,100,0,421622,53,125,0,0,14,,,0.087,0.162,0.014,0.03,SC,"1494 LAKE MURRAY BLVD, 1ST FLOOR",5871546,25701,49,3629996,3972690,132,29063
1,0,81.2,43,ORANGEBURG,91,0,0.423,0.139,161,68,17,27,17,,20,52,23,28,SC - Columbia,70,27,32,GROVE PARK PHARMACY HOSPICE,0,100,19,421601,,126,0,,24,0,0,0.181,0.27,0.097,0.091,SC,1324 CHESTNUT STREET,2630763,10818,14,1504397,1678603,118,29115
1,0,81.3,41,ORANGEBURG,141,,0.255,0.119,222,67,43,60,28,,40,98,17,26,SC - Columbia,81,39,57,REGENCY HOSPICE,,99,0,421512,31,167,0,,13,0,,0.241,0.329,0.039,0.059,SC,1890 ST MATTHEWS ROAD,4164328,20525,36,2969962,3183640,179,29118
1,,78.1,274,FLORENCE,474,,0.411,0.718,891,307,120,67,72,214,79,198,111,330,SC - Florence,417,277,102,MCLEOD HCS - HOSPICE OF THE PEE DEE,,93,2601,421516,30,403,345,19,,,93,0.372,1.067,0.052,0.066,SC,1203 EAST CHEVES STREET PO BOX 100551,21905236,43691,40,7560705,8556950,604,29501
1,,80.5,307,FLORENCE,748,,0.388,0.137,1258,304,299,308,167,74,220,528,106,150,SC - Florence,510,267,271,AMEDISYS HOSPICE OF SOUTH CAROLINA,,99,14,421555,70,1067,,17,24,,76,0.251,0.422,0.045,0.08,SC,"500 PAMPLICO HIGHWAY, SUITE D",31207510,113459,216,16096822,17593052,929,29501
1,,78.9,72,DILLON,121,0,0.355,0.126,239,60,63,48,32,15,37,124,21,23,SC - Florence,118,55,47,REGENCY HOSPICE OF FLORENCE,,100,,421566,,212,0,,,0,,0.174,0.287,0.054,0.081,SC,805 NORTH 8TH AVE,4743656,23785,64,3316318,3682911,166,29536
1,0,79.4,19,BENNETTSVILLE,15,0,0.146,0.093,39,14,,,,,,20,,,SC - Florence,24,12,,"HOSPICE OF SCOTLAND COUNTY, INC",0,97,85,421594,,33,,,0,0,0,0.199,0.341,0.045,0.069,SC,668 HWY 15 - 401 BYPASS EAST,777388,3391,,528191,588931,20,29512
1,0,82.1,28,FLORENCE,60,0,0.438,0.173,98,,39,23,,11,33,65,,,SC - Florence,38,37,15,UNITED HOSPICE OF THE PEE DEE,0,100,0,421556,22,49,0,0,23,,,0.187,0.337,0.027,0.078,SC,609 S COIT STREET,2881824,14561,28,1992002,2234125,70,29501
1,,79,20,NICHOLS,54,,0.51,0.181,92,23,27,20,,,24,50,,,SC - Florence,38,26,17,SHEPHERD CARE HOSPICE,,100,0,421570,0,92,0,0,0,0,0,0.145,0.528,0.02,0.042,SC,210 SOUTH NICHOLS STREET,2206745,10913,33,1514196,1678964,71,29581
1,0,78.4,34,FLORENCE,68,,0.317,0.134,113,18,31,21,12,,22,64,24,,SC - Florence,45,26,24,SOUTHERN CARE FLORENCE,,99,,421544,,95,0,0,12,0,,0.183,0.409,0.048,0.081,SC,960 PAMPLICO HWY,3337289,10798,72,1486279,1656990,78,29501
1,0,77.3,41,FLORENCE,63,,0.111,0.022,110,34,,,24,,,16,29,59,SC - Florence,47,41,20,CAROLINAS HOSPICE,,99,0,421530,0,36,,71,0,,0,0.285,0.296,0.087,0.092,SC,121 E. CEDAR STREET PO BOX 100550,528527,2627,16,356472,405743,68,29501
1,,79,30,CHESTERFIELD,81,0,0.521,0.156,142,36,19,36,20,,29,64,26,18,SC - Florence,61,36,27,HOSPICE OF CHESTERFIELD COUNTY,,100,0,421524,0,129,0,0,0,0,13,0.141,0.282,0.058,0.07,SC, 700 WEST BOULEVARD PO BOX 293,2837810,14673,29,2018231,2254327,110,29709
1,,81,30,AMARILLO,449,54,0.225,0.102,781,206,144,78,120,64,49,139,169,310,TX - Amarillo,332,143,141,BAPTIST ST ANTHONYS HOSPICE,,93,1295,451509,26,244,340,0,100,0,71,0.225,0.25,0.017,0.024,TX,600 NORTH TYLER,7496025,31637,40,5494520,6095738,688,79107
1,0,78.8,,AMARILLO,66,15,0.182,0.103,121,23,31,24,27,,39,68,11,,TX - Amarillo,55,25,21,INTEGRACARE OF WEST TEXAS HOSPICE LLC,,100,,451663,17,79,0,,22,0,,0.25,0.296,0.023,0.028,TX,2005 S COULTER,3459226,15822,21,2177276,2433773,98,79106
1,,81.3,12,AMARILLO,203,22,0.4,0.231,325,48,75,76,54,18,87,152,54,62,TX - Amarillo,122,108,36,GENTIVA HOSPICE,,99,175,451724,24,124,0,41,131,,,0.273,0.419,0.044,0.095,TX,3232 HOBBS AVENUE,7950610,37168,31,5154751,5812789,284,79109
1,,82,,AMARILLO,332,31,0.351,0.418,542,107,118,106,73,52,60,151,86,196,TX - Amarillo,210,133,76,HOSPICE CARE OF THE SOUTHWEST,,98,853,671501,14,162,126,,233,0,,0.41,0.763,0.053,0.123,TX,1301 COULTER SUITE 404,7880678,33632,16,4971751,5545513,500,79106
1,0,82.8,0,TUCUMCARI,,,0.321,0.207,19,,,,,,,,,,TX - Amarillo,,,,TUCUMCARI HOSPICE,0,100,,321566,0,19,0,0,0,0,0,0.457,0.483,0.04,0.099,NM,301 E MIEL DE LUNA AVE,361823,843,,121123,128121,,88401
1,,71.7,0,GUYMON,,,0.067,,23,15,,,,,,,,,TX - Amarillo,,,,GUYMON HOME HEALTH & HOSPICE,,100,0,371545,0,23,0,0,0,0,0,0.139,0.234,0.008,0.039,OK,1203 N ELLISON,203692,1281,,170011,196577,17,73942
1,0,81.2,0,SPEARMAN,,0,0.103,0.088,25,,,,,0,,,11,,TX - Amarillo,,13,,HANSFORD HOSPICE,0,97,0,451550,0,,0,,14,0,0,0.149,0.219,0.017,0.088,TX,712 SOUTH ROLAND,332350,2332,,328711,377408,25,79081
1,0,81.8,0,PERRYTON,,,0.009,,21,,,,,,,,,,TX - Amarillo,,,,HOSPICE OF OCHILTREE GENERAL HOSPITAL,,87,0,451589,0,,0,11,,0,0,0.108,0.165,0.011,,TX,2309 S CEDAR,217807,752,,145280,166503,19,79070
1,0,80.7,0,CANADIAN,,,0.132,0.076,21,,,,,,,,,,TX - Amarillo,,,0,HEMPHILL COUNTY HOSPICE,,91,0,451603,0,11,,,,0,0,0.24,0.323,0.052,0.108,TX,1020 SOUTH 4TH STREET,279141,1179,,200236,229348,20,79014
1,0,85.1,,FRIONA,,,0.043,0.106,15,,,,,,,,0,,TX - Amarillo,,,,BLUEBONNET HOME HEALTH & HOSPICE COMPANY,0,100,0,671670,,,0,0,,0,,0.243,0.277,0.176,0.277,TX,304 EAST 11TH,235226,1102,,147122,169191,11,79035
1,0,86.5,,AMARILLO,,,0.357,0.124,24,,,,,,,12,,,TX - Amarillo,,,,AMARILLO HOSPICE OF THE PLAINS LLC,0,100,0,671768,,,0,0,13,0,,0.231,0.368,0.036,0.15,TX,508 NORTH TAYLOR STREET,463001,2125,,292948,327470,20,79107
1,0,83.7,0,DALHART,28,,0.067,0.021,42,,,,,,,14,11,,TX - Amarillo,14,12,,COON MEMORIAL HOSPITAL HOME CARE,,99,0,671531,,13,0,,25,0,0,0.126,0.183,0.004,,TX,1422 DENVER AVENUE,529280,3113,,426854,490932,40,79022
1,0,81.4,0,TUCUMCARI,19,12,0.262,0.143,34,11,,,,,,11,,,TX - Amarillo,15,,,HELPING HAND HOSPICE,0,100,0,321530,,27,0,0,0,,0,0.35,0.227,0,0,NM,624 SOUTH 2ND STREET,548206,2173,,311379,333435,22,88401
1,0,85.1,,HEREFORD,45,12,0.354,0.125,67,20,22,15,,,12,24,,16,TX - Amarillo,22,21,11,SAMARITAN HOSPICE,,100,0,451782,0,23,0,0,44,0,0,0.209,0.322,0.039,0.075,TX,426 N MAIN SUITE E,1181260,5721,,764101,879061,52,79045
1,0,82.4,0,DUMAS,46,,0.185,0.045,69,23,15,14,,,,21,,23,TX - Amarillo,23,19,,MEMORIAL HOSPICE,,95,17,451538,0,47,0,19,,,0,0.209,0.281,0.02,0.066,TX,209 S BLISS,955459,4281,,652483,751459,63,79029
1,0,81.9,,CHILDRESS,29,,0.046,0.018,54,12,11,,,,,15,14,13,TX - Amarillo,25,13,,CHILDRESS REGIONAL MEDICAL CENTER HOSPICE,,97,,451658,0,31,0,,13,,0,0.094,0.055,0.008,,TX,901 HIGHWAY 83 NORTH,717200,3154,,454512,522370,48,79201
1,,79.5,118,BEAUMONT,282,22,0.45,0.106,516,125,107,114,61,61,79,196,48,111,TX - Beaumont,234,170,254,ALTUS HOSPICE OF BEAUMONT LP,,98,0,451596,,254,0,77,165,,,0.206,0.365,0.036,0.059,TX,370 NORTH 10TH STREET,8706684,41965,43,6261185,6830832,368,77702
1,,81.7,88,BEAUMONT,467,20,0.424,0.146,722,140,170,184,78,74,183,317,76,126,TX - Beaumont,255,288,145,GENTIVA HOSPICE,,99,271,451638,25,315,0,44,313,0,25,0.213,0.389,0.041,0.084,TX,550 FANNIN STREET SUITE 1230,16454266,78440,45,11226834,12273586,608,77701
1,,80.6,43,BEAUMONT,125,,0.459,0.148,211,44,54,55,27,12,46,107,19,27,TX - Beaumont,86,43,55,NEW CENTURY HOSPICE OF BEAUMONT,,100,0,451744,29,146,0,,32,,0,0.206,0.295,0.028,0.067,TX,3965 PHELAN BLVD SUITE 108,5507154,22266,33,3133589,3434394,157,77707
1,0,82,12,BEAUMONT,77,,0.502,0.173,134,27,18,44,14,,46,78,22,13,TX - Beaumont,57,35,37,PROFESSIONAL HEALTH CARE,,100,,451763,,109,0,0,20,0,,0.178,0.564,0.026,0.037,TX,2533 CALDER,4910101,19045,15,2767669,2931595,118,77702
1,,78.7,148,BEAUMONT,509,25,0.259,0.055,960,225,209,121,186,80,149,311,139,275,TX - Beaumont,451,187,348,HARBOR HOSPICE HOUSE,,89,2344,671511,15,406,346,43,118,,,0.112,0.189,0.024,0.026,TX,2450 NORTH MAJOR DRIVE,18433441,71988,111,14372681,15784054,778,77713
1,,79.6,37,BEAUMONT,88,,0.241,0.107,156,30,30,36,25,12,37,83,23,13,TX - Beaumont,68,30,54,COMPASSION HOSPICE,,100,50,671637,,139,0,,,0,,0.263,0.289,0.064,0.117,TX,3775 MILAM STREET,3659469,17333,42,2439894,2685614,106,77701
1,,80.3,12,BEAUMONT,86,12,0.617,0.229,143,29,21,45,15,12,16,57,21,12,TX - Beaumont,57,36,49,COMPASSIONATE CARE HOSPICE,,100,0,671647,,109,0,0,30,0,,0.205,0.329,0.023,0.028,TX,355 NORTH 18TH STREET SUITE 104,2390560,10990,20,1675139,1690068,118,77707
1,0,81.5,61,BEAUMONT,194,12,0.41,0.123,310,43,95,72,64,20,104,177,16,39,TX - Beaumont,116,67,75,RIVER CITY HOSPICE,0,99,20,671656,15,213,0,19,61,,,0.174,0.313,0.027,0.051,TX,2688 CALDER AVENUE,11368498,42128,53,5912867,6578336,237,77702
1,,78.8,,BEAUMONT,,,0.292,0.108,23,,,,,,,,0,,TX - Beaumont,,,11,TRIANGLE CARE HOSPICE LP,,100,0,671715,0,21,0,0,,0,,0.203,0.587,0.022,,TX,1420 W CARDINAL DRIVE,466144,2391,,327981,367280,15,77705
1,0,80.8,,JASPER,24,,0.114,0.068,41,,,,,,,16,,,TX - Beaumont,17,15,11,HARBOR HOSPICE OF EAST TEXAS LP,,100,,671749,,28,0,0,,0,,0.103,0.115,0.034,0.111,TX,103 WEST GIBSON SUITE 150,605329,3580,11,484746,555536,37,75951
1,,82.2,,PORT ARTHUR,16,,0.438,0.069,34,,16,,,,,,,,TX - Beaumont,18,,,RIVER CITY HOSPICE,0,97,0,671717,,15,0,,,0,0,0.215,0.323,0.042,0.044,TX,1950 9TH AVENUE,586807,1838,,280769,308442,24,77642
1,0,84.5,,VIDOR,32,,0.384,0.088,55,,,21,,,18,32,,,TX - Beaumont,23,,,TEXAS TOTAL CARE INC,0,100,0,671701,,39,0,0,0,0,,0.11,0.25,0.022,0.052,TX,940 WEST FRWY,1448900,6981,11,976790,1073372,50,77662
1,0,78.1,,WOODVILLE,28,0,0.201,0.123,51,15,12,,,,11,26,11,,TX - Beaumont,23,20,14,1ST QUALITY HOSPICE LLC,,100,0,671729,0,37,0,0,14,0,0,0.187,0.404,0.005,,TX,716 WEST BLUFF STREET,1045370,5903,15,817894,906530,48,75979
1,,82.9,,ORANGE,45,0,0.276,0.138,71,15,17,14,,,18,36,,,TX - Beaumont,26,,20,THE SOUTHEAST TEXAS HOSPICE,0,100,117,451533,,63,0,0,,0,0,0.296,0.397,0.007,0.022,TX,912 WEST CHERRY,1806980,8163,,1137775,1274239,63,77630
1,0,81.4,,JASPER,68,,0.205,0.109,117,28,27,25,14,,22,44,13,25,TX - Beaumont,49,43,11,LAKES AREA HOSPICE INC,,100,33,451598,0,71,0,,41,0,,0.092,0.231,0.011,0.026,TX,254 ETHEL STREET,1670101,9820,37,1314855,1510663,105,75951
1,,80.4,24,BEAUMONT,76,,0.298,0.112,146,28,43,26,25,,41,72,14,16,TX - Beaumont,70,42,29,TEXAS HOME HEALTH HOSPICE,0,100,0,671560,,125,0,0,16,0,,0.196,0.229,0.034,0.05,TX,5683 EASTEX FREEWAY,4189725,17244,27,2407289,2650965,116,77706
1,0,80.5,50,LONGVIEW,309,,0.302,0.124,569,170,92,74,91,25,86,196,117,131,TX - Longview,260,131,98,HEARTSWAY HOSPICE OF NORTHEAST TEXAS,,99,324,451579,45,309,0,78,136,,,0.332,0.407,0.032,0.046,TX,4351 MCCANN RD,7965762,42589,46,6041400,6793043,516,75605
1,,81.8,11,LONGVIEW,77,0,0.314,0.098,136,52,14,33,16,,20,48,17,25,TX - Longview,59,27,36,LIFECARE HEALTH SERVICES,,99,0,451708,,85,,,31,,,0.147,0.112,0.03,0.02,TX,1809 GILMER ROAD,2112605,10241,19,1426922,1605076,124,75604
1,0,81.3,32,LONGVIEW,124,,0.365,0.129,187,30,48,59,23,,36,83,19,30,TX - Longview,63,69,24,TEXAS HOME HEALTH HOSPICE,,99,0,671545,15,88,,12,,0,69,0.198,0.162,0.024,0.034,TX,2904 N FOURTH STREET SUITE 102,4882587,18328,24,2595181,2858165,152,75605
1,,78.7,22,LONGVIEW,81,,0.326,0.088,140,40,19,15,22,12,19,48,32,32,TX - Longview,59,36,32,BEACON HOSPICE,0,99,51,671587,11,78,0,19,32,0,0,0.207,0.305,0.053,0.087,TX,5016 GILMER ROAD,1856642,10522,14,1500955,1656870,116,75604
1,,80.3,82,LONGVIEW,371,11,0.364,0.137,646,152,121,158,74,48,100,209,93,168,TX - Longview,275,243,102,HEART TO HEART HOSPICE OF EAST TEXAS LLC,,98,0,671591,22,277,,61,278,0,,0.174,0.258,0.034,0.071,TX,100 WEST HAWKINS PKWY SUITE A,8276463,48028,51,6768217,7612632,551,75605
1,0,82.3,15,LONGVIEW,66,,0.256,0.134,107,20,21,34,12,,20,47,16,13,TX - Longview,41,35,19,HOSPICE CARETEAM,,100,0,671689,12,58,0,,19,,15,0.201,0.184,0.02,0.025,TX,4362 N US HWY 259,2041124,10382,,1456581,1596182,89,75605
1,,79.8,15,LONGVIEW,63,,0.372,0.182,112,23,21,20,17,14,12,41,17,20,TX - Longview,49,48,11,SOUTHERN HOSPICE CARE TEXAS INC,,98,,451757,,38,,,24,,30,0.237,0.239,0.014,0.013,TX,911 NORTH  WEST LOOP 281 SUITE 101,2840881,7647,,1100138,1223202,92,75604
1,,82,27,VICTORIA,380,115,0.243,0.121,672,199,157,130,45,50,75,204,91,174,TX - Victoria,292,230,86,HOSPICE OF SOUTH TEXAS INC,,99,623,451525,0,661,0,0,0,11,0,0.261,0.267,0.042,0.071,TX,605 EAST LOCUST,10720252,42975,50,6048287,6738001,519,77901
1,,82.7,20,YOAKUM,154,45,0.093,0.049,237,50,42,43,23,22,37,83,57,57,TX - Victoria,83,103,33,ACCOLADE HOSPICE,,99,31,451779,30,69,0,,134,0,,0.21,0.216,0.06,0.139,TX,222 W GRAND AVE,4946490,18828,22,2623629,2931265,170,77995
1,,82.3,,VICTORIA,24,23,0.198,0.097,55,19,15,14,,,,22,,,TX - Victoria,31,,,HARBOR HOSPICE OF VICTORIA LP,0,100,0,741502,,50,0,0,,0,0,0.167,0.341,0.021,0.031,TX,2001 EAST SABINE STE. 103,870953,4479,13,633814,683445,28,77901
1,0,84.1,,VICTORIA,61,22,0.301,0.13,96,18,17,29,,,13,36,,21,TX - Victoria,35,27,11,CROWN HOSPICE LLC,,100,0,671581,11,48,0,0,37,0,0,0.142,0.314,0.039,0.115,TX,1101 SALEM ROAD SUITE #A #B #C #D,1921919,6920,,959919,1063862,70,77904
1,,82.4,251,RICHMOND,735,15,0.161,0.086,1213,359,204,163,141,77,65,204,269,500,VA - Richmond,478,192,258,BON SECOURS HOSPICE AND PALLIATIVE CARE,,98,0,491514,85,623,0,320,86,0,99,0.278,0.294,0.05,0.099,VA,8580 MAGELLAN PARKWAY - BUILDING IV,11794012,45555,65,7223778,7301600,929,23227
1,,80.8,106,FREDERICKSBURG,458,11,0.136,0.065,808,244,128,158,95,64,62,190,119,329,VA - Richmond,350,146,105,MARY WASHINGTON HOSPICE,,97,381,491518,100,379,0,256,0,0,73,0.231,0.267,0.077,0.125,VA,5012 SOUTHPOINT PARKWAY,11530719,38843,71,6794598,6555557,681,22407
1,,81.1,56,PETERSBURG,148,,0.248,0.129,247,94,46,50,18,13,21,73,26,55,VA - Richmond,99,54,49,"CRATER COMMUNITY HOSPICE, INC",,99,0,491532,37,178,0,,27,,0,0.255,0.222,0.057,0.08,VA,3916 SOUTH CRATER ROAD,4276675,14346,30,2180009,2218312,188,23805
1,14,80,499,RICHMOND,1098,,0.24,0.297,1931,714,246,371,253,127,140,524,220,546,VA - Richmond,833,429,369,HOSPICE OF VIRGINIA,,97,2090,491537,150,1087,242,148,0,16,288,0.318,0.439,0.038,0.065,VA,"1700 BAYBERRY COURT, SUITE 300",37843864,101596,148,16404165,17287519,1396,23226
1,,81.8,78,RICHMOND,168,,0.237,0.152,289,85,55,70,21,24,44,108,34,40,VA - Richmond,121,77,62,HEARTLAND HOSPICE SERVICES,,100,0,491567,43,177,0,,57,,,0.201,0.292,0.055,0.062,VA,"1504 SANTA ROSA ROAD, SUITE 114",5431537,23257,35,3560842,3605203,204,23229
