Number of Records,Address,City,County Name,Effectiveness Of Care National Comparison,Effectiveness Of Care National Comparison Footnote,Efficient Use Of Medical Imaging National Comparison,Efficient Use Of Medical Imaging National Comparison Footnote,Emergency Services,Hospital Name,Hospital Overall Rating,Hospital Overall Rating Footnote,Hospital Ownership,Hospital Type,Location,Meets Criteria For Meaningful Use Of Ehrs,Mortality National Comparison,Mortality National Comparison Footnote,Patient Experience National Comparison,Patient Experience National Comparison Footnote,Phone Number,Provider Id,Readmission National Comparison,Readmission National Comparison Footnote,Safety Of Care National Comparison,Safety Of Care National Comparison Footnote,State,Timeliness Of Care National Comparison,Timeliness Of Care National Comparison Footnote,Zip Code
1,4 FULLER STREET,ALEXANDRIA BAY,JEFFERSON,Same as the national average,,Same as the national average,,True,RIVER HOSPITAL CLINICS,Not Available,16,Voluntary non-profit - Private,Critical Access Hospitals,"4 FULLER STREET ALEXANDRIA BAY, NY 13607 (44.337217, -75.920022)",True,Not Available,5,Not Available,16,(315) 482-2511,331309,Not Available,5,Not Available,16,NY,Below the national average,,13607
1,1014 OSWEGATCHIE TRAIL,STAR LAKE,ST. LAWRENCE,Not Available,5,Not Available,16,True,CLIFTON FINE HOSPITAL,Not Available,16,Voluntary non-profit - Private,Critical Access Hospitals,"1014 OSWEGATCHIE TRAIL STAR LAKE, NY 13690 (44.162953, -75.055964)",True,Not Available,16,Not Available,16,(315) 848-3351,331307,Not Available,16,Not Available,16,NY,Not Available,5,13690
1,140 WEST MAIN STREET,CUBA,ALLEGANY,Not Available,5,Not Available,16,False,"CUBA MEMORIAL HOSPITAL, INC",Not Available,16,Voluntary non-profit - Private,Critical Access Hospitals,"140 WEST MAIN STREET CUBA, NY 14727 (42.213341, -78.288139)",,Not Available,5,Not Available,16,(585) 961-2000,331301,Not Available,16,Not Available,16,NY,Same as the national average,,14727
1,189 EAST MAIN STREET,WESTFIELD,CHAUTAUQUA,Below the national average,,Not Available,5,True,"WESTFIELD MEMORIAL HOSPITAL, INC",Not Available,16,Voluntary non-profit - Private,Acute Care Hospitals,"189 EAST MAIN STREET WESTFIELD, NY 14787 (42.327901, -79.569397)",True,Not Available,16,Not Available,16,(716) 326-4921,330166,Not Available,5,Not Available,5,NY,Same as the national average,,14787
1,220 STEUBEN STREET,MONTOUR FALLS,SCHUYLER,Not Available,5,Not Available,5,True,"SCHUYLER HOSPITAL, INC",Not Available,16,Voluntary non-profit - Private,Critical Access Hospitals,"220 STEUBEN STREET MONTOUR FALLS, NY 14865 (42.351453, -76.858842)",True,Not Available,5,Not Available,16,(607) 530-7121,331313,Above the national average,,Not Available,16,NY,Same as the national average,,14865
1,230 SECOND AVE,NEW YORK,NEW YORK,Not Available,5,Not Available,16,False,N Y EYE AND EAR INFIRMARY,Not Available,16,Voluntary non-profit - Private,Acute Care Hospitals,"230 SECOND AVE NEW YORK, NY 10003 (40.732559, -73.984816)",True,Not Available,16,Not Available,16,(212) 979-4000,330100,Not Available,16,Not Available,5,NY,Not Available,16,10003
1,8081 ROUTE 97,CALLICOON,SULLIVAN,Same as the national average,,Not Available,5,False,CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE,Not Available,16,Government - Federal,Critical Access Hospitals,"8081 ROUTE 97 CALLICOON, NY 12723",True,Not Available,16,Not Available,16,(845) 887-5530,331303,Not Available,16,Not Available,16,NY,Above the national average,,12723
1,1270 BELMONT AVENUE,SCHENECTADY,SCHENECTADY,Not Available,5,Not Available,16,False,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,Not Available,16,Voluntary non-profit - Private,Acute Care Hospitals,"1270 BELMONT AVENUE SCHENECTADY, NY 12308 (42.822229, -73.91386)",,Not Available,16,Not Available,16,(518) 386-3580,330406,Not Available,5,Not Available,5,NY,Not Available,16,12308
1,200 OHIO STREET,MEDINA,ORLEANS,Not Available,5,Not Available,16,True,MEDINA MEMORIAL HOSPITAL,Not Available,16,Voluntary non-profit - Private,Critical Access Hospitals,"200 OHIO STREET MEDINA, NY 14103 (43.223707, -78.397073)",True,Same as the national average,,Not Available,16,(585) 798-8111,331319,Same as the national average,,Not Available,16,NY,Not Available,5,14103
1,77 WEST BARNEY STREET,GOUVERNEUR,ST. LAWRENCE,Not Available,16,Not Available,16,True,GOUVERNEUR HOSPITAL,2,17,Voluntary non-profit - Private,Critical Access Hospitals,"77 WEST BARNEY STREET GOUVERNEUR, NY 13642 (44.338275, -75.474371)",True,Same as the national average,,Same as the national average,,(315) 287-1000,331315,Same as the national average,,Not Available,16,NY,Not Available,16,13642
1,WARD'S ISLAND,NEW YORK,NEW YORK,Not Available,19,Not Available,19,False,MANHATTAN PSYCHIATRIC CENTER,Not Available,19,Government - State,Psychiatric,"WARD'S ISLAND NEW YORK, NY 10035",,Not Available,19,Not Available,19,(212) 369-0500,334054,Not Available,19,Not Available,19,NY,Not Available,19,10035
1,366 BROADWAY,AMITYVILLE,SUFFOLK,Not Available,19,Not Available,19,False,BRUNSWICK PSYCH CENTER,Not Available,19,Proprietary,Psychiatric,"366 BROADWAY AMITYVILLE, NY 11701 (40.684765, -73.418446)",,Not Available,19,Not Available,19,(516) 789-7000,334026,Not Available,19,Not Available,19,NY,Not Available,19,11701
1,2215 BURDETT AVE,TROY,RENSSELAER,Not Available,19,Not Available,19,False,THE BURDETT CARE CENTER,Not Available,19,Voluntary non-profit - Private,Acute Care Hospitals,"2215 BURDETT AVE TROY, NY 12180 (42.733395, -73.671434)",True,Not Available,19,Not Available,19,(518) 271-3655,330409,Not Available,19,Not Available,19,NY,Not Available,19,12180
1,620 MADISON STREET,SYRACUSE,ONONDAGA,Not Available,19,Not Available,19,False,HUTCHINGS PSYCHIATRIC CTR,Not Available,19,Government - State,Psychiatric,"620 MADISON STREET SYRACUSE, NY 13210 (43.045384, -76.139777)",,Not Available,19,Not Available,19,(315) 473-4980,334001,Not Available,19,Not Available,19,NY,Not Available,19,13210
1,1001 WEST STREET,CARTHAGE,JEFFERSON,Not Available,19,Not Available,19,True,"CARTHAGE AREA HOSPITAL, INC",Not Available,19,Voluntary non-profit - Private,Critical Access Hospitals,"1001 WEST STREET CARTHAGE, NY 13619 (43.986162, -75.594861)",True,Not Available,19,Not Available,19,(315) 493-1000,331318,Not Available,19,Not Available,19,NY,Not Available,19,13619
1,140 OLD ORANGEBURG RD,ORANGEBURG,ROCKLAND,Not Available,19,Not Available,19,False,ROCKLAND PSYCH CTR,Not Available,19,Government - State,Psychiatric,"140 OLD ORANGEBURG RD ORANGEBURG, NY 10962 (41.044479, -73.969781)",,Not Available,19,Not Available,19,(845) 359-1000,334015,Not Available,19,Not Available,19,NY,Not Available,19,10962
1,681 CLARKSON AVENUE,BROOKLYN,KINGS,Not Available,19,Not Available,19,False,KINGSBORO PSYCHIATRIC HOSPITAL,Not Available,19,Government - State,Psychiatric,"681 CLARKSON AVENUE BROOKLYN, NY 11203 (40.656266, -73.936177)",,Not Available,19,Not Available,19,(718) 221-7395,334063,Not Available,19,Not Available,19,NY,Not Available,19,11203
1,75 NEW SCOTLAND AVE,ALBANY,ALBANY,Not Available,19,Not Available,19,False,CAPITAL DISTRICT PSYCH CENTER,Not Available,19,Government - State,Psychiatric,"75 NEW SCOTLAND AVE ALBANY, NY 12208 (42.652557, -73.777893)",,Not Available,19,Not Available,19,(845) 398-5566,334046,Not Available,19,Not Available,19,NY,Not Available,19,12208
1,800 CROSS RIVER RD,KATONAH,WESTCHESTER,Not Available,19,Not Available,19,False,FOUR WINDS,Not Available,19,Proprietary,Psychiatric,"800 CROSS RIVER RD KATONAH, NY 10536 (41.26335, -73.621768)",,Not Available,19,Not Available,19,(914) 763-8151,334002,Not Available,19,Not Available,19,NY,Not Available,19,10536
1,425 ROBINSON ST,BINGHAMTON,BROOME,Not Available,19,Not Available,19,True,GREATER BINGHAMTON HEALTH CENTER,Not Available,19,Government - Local,Psychiatric,"425 ROBINSON ST BINGHAMTON, NY 13901 (42.107984, -75.866583)",,Not Available,19,Not Available,19,(607) 724-1391,334012,Not Available,19,Not Available,19,NY,Not Available,19,13901
1,95 BRADHURST AVENUE,VALHALLA,WESTCHESTER,Not Available,19,Not Available,19,False,BLYTHEDALE CHILDREN'S HOSPITAL,Not Available,19,Voluntary non-profit - Private,Childrens,"95 BRADHURST AVENUE VALHALLA, NY 10595 (41.093141, -73.801998)",,Not Available,19,Not Available,19,(914) 592-7555,333301,Not Available,19,Not Available,19,NY,Not Available,19,10595
1,BOX 158 ROUTE 17M,NEW HAMPTON,ORANGE,Not Available,19,Not Available,19,True,MID HUDSON FORENSIC PSYCHIATRIC CTR,Not Available,19,Government - State,Psychiatric,"BOX 158 ROUTE 17M NEW HAMPTON, NY 10958",,Not Available,19,Not Available,19,(845) 374-3171,334061,Not Available,19,Not Available,19,NY,Not Available,19,10958
1,ONE CHIMNEY POINT DRIVE,OGDENSBURG,ST. LAWRENCE,Not Available,19,Not Available,19,True,ST LAWRENCE PSYCH CENTER,Not Available,19,Government - State,Psychiatric,"ONE CHIMNEY POINT DRIVE OGDENSBURG, NY 13669",,Not Available,19,Not Available,19,(315) 541-2071,334003,Not Available,19,Not Available,19,NY,Not Available,19,13669
1,420 EAST 76 ST,NEW YORK,NEW YORK,Not Available,19,Not Available,19,False,GRACIE SQUARE HOSP,Not Available,19,Voluntary non-profit - Private,Psychiatric,"420 EAST 76 ST NEW YORK, NY 10021 (40.76987, -73.952866)",,Not Available,19,Not Available,19,(212) 434-5322,334048,Not Available,19,Not Available,19,NY,Not Available,19,10021
1,1500 WATERS PLACE,BRONX,BRONX,Not Available,19,Not Available,19,False,BRONX PSYCHIATRIC CENTER,Not Available,19,Government - State,Psychiatric,"1500 WATERS PLACE BRONX, NY 10461 (40.846376, -73.842762)",,Not Available,19,Not Available,19,(718) 931-0600,334053,Not Available,19,Not Available,19,NY,Not Available,19,10461
1,1263 DELAWARE AVE,BUFFALO,ERIE,Not Available,19,Not Available,19,False,BRYLIN HOSP,Not Available,19,Proprietary,Psychiatric,"1263 DELAWARE AVE BUFFALO, NY 14209 (42.918258, -78.868415)",,Not Available,19,Not Available,19,(716) 886-8200,334022,Not Available,19,Not Available,19,NY,Not Available,19,14209
1,1400 NOYES ST,UTICA,ONEIDA,Not Available,19,Not Available,19,True,MOHAWK VALLEY PSYCHIATRIC CENTER,Not Available,19,Government - Local,Psychiatric,"1400 NOYES ST UTICA, NY 13502 (43.102249, -75.260626)",,Not Available,19,Not Available,19,(315) 797-6800,334021,Not Available,19,Not Available,19,NY,Not Available,19,13502
1,400 SUNRISE HIGHWAY,AMITYVILLE,SUFFOLK,Not Available,19,Not Available,19,False,SOUTH OAKS HOSP,Not Available,19,Voluntary non-profit - Private,Psychiatric,"400 SUNRISE HIGHWAY AMITYVILLE, NY 11701 (40.686843, -73.423128)",,Not Available,19,Not Available,19,(516) 264-4000,334027,Not Available,19,Not Available,19,NY,Not Available,19,11701
1,WASHINGTON ST,ELMIRA,CHEMUNG,Not Available,19,Not Available,19,False,ELMIRA PSYCH CENTER,Not Available,19,Government - State,Psychiatric,"WASHINGTON ST ELMIRA, NY 14901",,Not Available,19,Not Available,19,(607) 737-4739,334045,Not Available,19,Not Available,19,NY,Not Available,19,14901
1,2 FIRST AVE,ORANGEBURG,ROCKLAND,Not Available,19,Not Available,19,False,ROCKLAND CHILDREN'S PSYCHIATRIC CENTER,Not Available,19,Government - State,Psychiatric,"2 FIRST AVE ORANGEBURG, NY 10962 (41.046076, -73.96979)",,Not Available,19,Not Available,19,(845) 680-8004,334066,Not Available,19,Not Available,19,NY,Not Available,19,10962
1,777 SEAVIEW AVE,STATEN ISLAND,RICHMOND,Not Available,19,Not Available,19,False,SOUTH BEACH PSYCHIATRIC CENTER,Not Available,19,Government - State,Psychiatric,"777 SEAVIEW AVE STATEN ISLAND, NY 10305 (40.579599, -74.07829)",,Not Available,19,Not Available,19,(718) 667-2300,334043,Not Available,19,Not Available,19,NY,Not Available,19,10305
1,722 W 168TH ST,NEW YORK,NEW YORK,Not Available,19,Not Available,19,False,NEW YORK STATE PSYCHIATRIC INSTITUTE,Not Available,19,Government - State,Psychiatric,"722 W 168TH ST NEW YORK, NY 10032 (40.842156, -73.942279)",,Not Available,19,Not Available,19,(212) 543-5000,334009,Not Available,19,Not Available,19,NY,Not Available,19,10032
1,WARD ISLAND,NEW YORK,NEW YORK,Not Available,19,Not Available,19,False,KIRBY FORENSIC PSYCHIATRIC CENTER,Not Available,19,Government - State,Psychiatric,"WARD ISLAND NEW YORK, NY 10035",,Not Available,19,Not Available,19,(212) 427-9003,334060,Not Available,19,Not Available,19,NY,Not Available,19,10035
1,1600 SOUTH AVE,ROCHESTER,MONROE,Not Available,19,Not Available,19,False,ROCHESTER PSYCHIATRIC CENTER,Not Available,19,Government - Local,Psychiatric,"1600 SOUTH AVE ROCHESTER, NY 14620 (43.124503, -77.614415)",,Not Available,19,Not Available,19,(585) 241-1200,334020,Not Available,19,Not Available,19,NY,Not Available,19,14620
1,1230 YORK AVENUE,NEW YORK,NEW YORK,Not Available,19,Not Available,19,False,ROCKEFELLER UNIVERSITY HOSPITAL,Not Available,19,Voluntary non-profit - Private,Acute Care Hospitals,"1230 YORK AVENUE NEW YORK, NY 10021 (40.763049, -73.956535)",,Not Available,19,Not Available,19,(212) 570-8000,330387,Not Available,19,Not Available,19,NY,Not Available,19,10021
1,43 WEST PEARL STREET,SIDNEY,DELAWARE,Not Available,19,Not Available,19,True,TRI-TOWN REGIONAL HEALTHCARE,Not Available,19,Voluntary non-profit - Private,Acute Care Hospitals,"43 WEST PEARL STREET SIDNEY, NY 13838 (42.304648, -75.395684)",,Not Available,19,Not Available,19,(607) 563-7080,330408,Not Available,19,Not Available,19,NY,Not Available,19,13838
1,30 CRESCENT AVE,SARATOGA SPRINGS,SARATOGA,Not Available,19,Not Available,19,True,FOUR WINDS OF SARATOGA,Not Available,19,Proprietary,Psychiatric,"30 CRESCENT AVE SARATOGA SPRINGS, NY 12866 (43.058364, -73.783423)",,Not Available,19,Not Available,19,(518) 584-3600,334049,Not Available,19,Not Available,19,NY,Not Available,19,12866
1,998 CROOKED HILL ROAD,WEST BRENTWOOD,SUFFOLK,Not Available,19,Not Available,19,True,PILGRIM PSYCHIATRIC CENTER,Not Available,19,Government - State,Psychiatric,"998 CROOKED HILL ROAD WEST BRENTWOOD, NY 11717 (40.80409, -73.286926)",,Not Available,19,Not Available,19,(631) 761-3500,334013,Not Available,19,Not Available,19,NY,Not Available,19,11717
1,400 FOREST AVE,BUFFALO,ERIE,Not Available,19,Not Available,19,False,BUFFALO PSYCHIATRIC CENTER,Not Available,19,Government - State,Psychiatric,"400 FOREST AVE BUFFALO, NY 14213 (42.927823, -78.883286)",,Not Available,19,Not Available,19,(716) 885-2261,334052,Not Available,19,Not Available,19,NY,Not Available,19,14213
1,80-45 WINCHESTER BLVD BLDG B,QUEENS VILLAGE,QUEENS,Not Available,19,Not Available,19,True,CREEDMOOR PSYCHIATRIC CENTER,Not Available,19,Government - State,Psychiatric,"80-45 WINCHESTER BLVD BLDG B QUEENS VILLAGE, NY 11427 (40.739344, -73.733614)",,Not Available,19,Not Available,19,(718) 264-4000,334004,Not Available,19,Not Available,19,NY,Not Available,19,11427
1,1010 EAST & WEST ROAD,WEST SENECA,ERIE,Not Available,19,Not Available,19,True,WESTERN NY CHILDRENS PSYCHIATRIC CENTER,Not Available,19,Government - State,Psychiatric,"1010 EAST & WEST ROAD WEST SENECA, NY 14224 (42.820294, -78.733477)",,Not Available,19,Not Available,19,(716) 677-7000,334065,Not Available,19,Not Available,19,NY,Not Available,19,14224
1,197 HALF  HOLLOW ROAD,DIX HILLS,SUFFOLK,Not Available,19,Not Available,19,False,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,Not Available,19,Government - State,Psychiatric,"197 HALF HOLLOW ROAD DIX HILLS, NY 11746 (40.792705, -73.382467)",,Not Available,19,Not Available,19,(631) 370-1701,334064,Not Available,19,Not Available,19,NY,Not Available,19,11746
1,405 GRAND AVENUE,DAYTON,MONTGOMERY,Same as the national average,,Above the national average,,True,GRANDVIEW HOSPITAL & MEDICAL CENTER,4,,Voluntary non-profit - Other,Acute Care Hospitals,"405 GRAND AVENUE DAYTON, OH 45405 (39.768985, -84.202998)",True,Above the national average,,Above the national average,,(937) 723-3200,360133,Below the national average,,Above the national average,,OH,Same as the national average,,45405
1,3535 OLENTANGY RIVER RD,COLUMBUS,FRANKLIN,Same as the national average,,Above the national average,,False,RIVERSIDE METHODIST HOSPITAL,4,,Voluntary non-profit - Private,Acute Care Hospitals,"3535 OLENTANGY RIVER RD COLUMBUS, OH 43214 (40.031962, -83.031294)",,Below the national average,,Above the national average,,(614) 566-5000,360006,Above the national average,,Above the national average,,OH,Same as the national average,,43214
