Number of Records,Agency Name,American Indian Or Alaska Native Beneficiaries,Asian Pacific Islander Beneficiaries,Average Age,Average Hcc Score,Average Number Of Home Health Aide Visits Per Episode Non Lupa,Average Number Of Medical Social Visits Per Episode Non Lupa,Average Number Of Ot Visits Per Episode Non Lupa,Average Number Of Pt Visits Per Episode Non Lupa,Average Number Of Skilled Nursing Visits Per Episode Non Lupa,Average Number Of St Visits Per Episode Non Lupa,Average Number Of Total Visits Per Episode Non Lupa,Black Beneficiaries,City,Distinct Beneficiaries Non Lupa,Dua Beneficiaries,Female Beneficiaries,Hispanic Beneficiaries,Male Beneficiaries,Nondual Beneficiaries,Other Unknown Beneficiaries,Outlier Payments As A Percent Of Medicare Payment Amount Non Lupa,Percent Of Beneficiaries With Alzheimers,Percent Of Beneficiaries With Asthma,Percent Of Beneficiaries With Atrial Fibrillation,Percent Of Beneficiaries With Cancer,Percent Of Beneficiaries With Chf,Percent Of Beneficiaries With Chronic Kidney Disease,Percent Of Beneficiaries With Copd,Percent Of Beneficiaries With Depression,Percent Of Beneficiaries With Diabetes,Percent Of Beneficiaries With Hyperlipidemia,Percent Of Beneficiaries With Hypertension,Percent Of Beneficiaries With Ihd,Percent Of Beneficiaries With Osteoporosis,Percent Of Beneficiaries With Ra Oa,Percent Of Beneficiaries With Schizophrenia,Percent Of Beneficiaries With Stroke,Provider Id,State,Street Address,Total Episodes Non Lupa,Total Hha Charge Amount Non Lupa,Total Hha Medicare Payment Amount For Lupas,Total Hha Medicare Payment Amount Non Lupa,Total Hha Medicare Standard Payment Amount Non Lupa,Total Lupa Episodes,White Beneficiaries,Zip Code
1,"GLOBAL HOME HEALTH CARE, INC",0,,77,2.18,2.2,0,0.1,2.3,6.4,0,11,34,PALOS HILLS,62,36,38,12,24,26,,0,23,18,18,18,53,39,34,16,48,56,,58,6,68,5,13,147763,IL,9848 SOUTH ROBERTS ROAD,236,427335,5865,534455,525450,17,14,60465
1,"ADVANTAGE HOME HEALTH PLUS, INC",0,,77,2.1,1.1,0,0.6,7,8.6,0.1,17.4,15,LAKE BLUFF,100,25,67,,33,75,,0,35,7,19,12,40,44,19,40,42,62,,47,10,54,13,14,147918,IL,30 EAST SCRANTON AVENUE,155,520986,6547,515285,501319,17,74,60044
1,LIFELINE HOME HEALTH,0,0,77,2.02,2.3,0.3,0.6,4.2,8.2,0,15.7,,TOMPKINSVILLE,99,40,58,0,41,59,,0.6,27,17,13,9,59,37,44,39,35,38,,66,10,70,12,16,187130,KY,431 CAPP HARLAN ROAD,161,501691,5713,365490,431403,17,96,42167
1,HOUSTON HOME HEALTH CARE,0,0,77,2.79,0.8,0.2,0.4,5.5,7.1,0,14.1,149,SOUTHFIELD,152,48,98,,54,104,0,0,45,17,16,15,68,66,44,24,70,65,,,5,,9,18,239167,MI,"23077 GREENFIELD RD, SUITE 282",227,988627,5910,589812,634724,17,,48075
1,COMFORT HEALTH,0,,77,2.2,1.5,0,0.4,1.5,10,0.1,13.4,0,ROCHESTER,47,,27,,20,,0,2.3,15,9,19,15,34,51,21,40,38,57,74,49,30,51,4,11,247161,MN,2746 SUPERIOR DR NW SUITE 200,57,122216,7797,158069,140164,17,45,55901
1,MATRIX HOME CARE SERVICES OF NM,0,,77,2.13,0.5,0.1,1.3,5.9,9.6,0.1,17.5,,LAS CRUCES,176,57,95,68,81,119,0,0.3,38,15,18,13,39,31,37,40,48,59,,57,18,60,11,12,327202,NM,1100 SOUTH MAIN STE 103,401,1068263,5641,1143709,1227059,17,101,88005
1,HEALTH RESOURCE SOLUTIONS,0,0,77,1.77,4,0.3,0.8,4.8,9.6,0,19.5,50,TOLEDO,97,40,68,,29,57,,2.9,27,22,12,6,43,37,36,33,62,72,,49,9,,4,19,369022,OH,3900 SUNFOREST COURT SUITE 135,182,656935,6114,461092,491928,17,45,43623
1,CLEVELAND HOME HEALTH,13,0,77,2.05,1.8,0.6,0.1,6.2,9.4,0,18.1,,CLEVELAND,183,59,117,0,66,124,,0,34,9,20,9,55,43,39,41,43,56,,63,16,54,12,16,377138,OK,1310 PAWNEE,308,1017173,5840,784819,929077,17,164,74020
1,LATIMER COUNTY HOME HEALTH CARE AGENCY,,0,77,2.1,10.4,0,0,0.4,6.7,0,17.5,,WILBURTON,133,54,87,,46,79,0,0,25,2,11,11,59,26,57,30,51,48,,,8,,5,5,377282,OK,202 E MAIN,417,592362,3381,893380,1073385,17,120,74578
1,ST LUKES HCP,0,0,77,2.13,1.5,0.1,0.4,4,9.7,0.2,15.9,,FAJARDO,74,,42,72,32,,0,0,24,8,4,20,35,38,14,18,68,41,,47,12,27,3,11,407322,PR,250 MU?OZ RIVERA ST,136,304174,3755,210725,384964,17,,00738
1,THOMPSON HOME HEALTH,0,0,77,2.02,2,0.1,1,4.8,7.4,1,16.3,31,MARSHALL,108,38,68,,40,70,,1.9,29,10,18,9,35,43,41,34,44,60,,46,17,70,3,11,679280,TX,304 UNIVERSITY SUITE 104,313,800760,5206,846737,970586,17,73,75670
1,ASC HEALTHCARE INC,0,,77,2.25,0.3,0,0.1,1.3,10.5,0.1,12.3,0,MCALLEN,94,75,52,83,42,19,0,2.1,35,12,11,10,39,30,29,41,,,,57,19,,6,10,679367,TX,3703 NORTH WARE ROAD,400,1013941,4547,793320,900820,17,,78501
1,GOOD SAMARITAN SOCIETY- LEGACY HOME CARE,0,,77,1.37,0.5,0.1,1.2,6,5.5,0.2,13.6,0,PRESCOTT,307,39,180,,127,268,,0,20,14,15,12,22,29,27,29,27,58,,44,19,73,5,6,37247,AZ,"3636 CROSSINGS DRIVE, SUITE C",329,792793,8060,953494,955586,18,296,86305
1,COMPANION HOME HEALTH INC,0,,77,2.32,0.2,0.2,0.4,5,7.7,0,13.6,13,RIVERSIDE,146,39,74,19,72,107,,0,29,11,17,21,48,53,32,36,45,61,,53,11,51,5,16,58490,CA,"4199 FLAT ROCK DRIVE, SUITE #200",231,399843,8883,684298,622697,18,107,92505
1,ALAMOSA COUNTY PUBLIC HEALTH DEPARTMENT,,,77,1.83,5.7,0,1.3,6.7,9.3,0,23,0,ALAMOSA,132,62,81,59,51,70,0,2.3,25,5,19,10,36,47,36,36,39,39,,33,10,45,13,10,67026,CO,8900 INDEPENDENCE WAY,221,762342,7414,713125,697685,18,71,81101
1,FAMILY HOME HEALTH LLC,0,0,77,1.71,8.2,0.4,5.4,7.4,6.1,0.3,27.8,,BOULDER,80,17,46,,34,63,,3,31,13,14,19,43,36,25,30,26,34,63,40,14,41,8,10,67481,CO,1790 30TH STREET #440,128,718797,6826,486707,484134,18,75,80301
1,ENTERA HEALTHCARE SOUTH,0,0,77,2.58,1,0,1,7,9.6,0.1,18.8,86,TINLEY PARK,129,58,89,,40,71,,0,58,29,19,11,54,59,31,34,64,74,,71,8,,12,15,147777,IL,18400 MAPLE CREEK SRIVE SUITE 300,318,889755,7226,1071604,1053481,18,37,60477
1,UNITYPOINT AT HOME,0,,77,1.43,3.4,0.1,1.9,3.9,8.2,0.2,17.7,0,ATLANTIC,150,29,82,0,68,121,,1.3,21,5,23,12,33,30,26,35,41,55,,41,13,53,3,9,167059,IA,1408 EAST 10TH STREET,175,482466,6348,468286,517759,18,149,50022
1,PRIMARY CHOICE HOME CARE OF MICHIGAN,0,,77,2.32,2.7,0,0.5,9.3,5.4,0.4,18.3,55,FARMINGTON HILLS,152,42,93,,59,110,,0,39,18,12,12,45,41,31,36,49,57,,63,15,70,9,9,237567,MI,"32985 HAMILTON CT, SUITE 216",287,750133,4859,900636,961052,18,93,48334
1,HOME AND HOSPICE ADVANTAGE,0,0,77,2.02,1.5,0,0.8,5.4,5.8,0.1,13.6,,CASS CITY,85,18,51,0,34,67,,0,27,15,27,13,46,39,35,47,47,66,,,15,62,7,16,237628,MI,5986 CASS CITY RD,91,229489,5679,220957,250555,18,83,48726
1,"SUPERIOR HOME HEALTH OF LAS VEGAS, LLC",0,,77,1.72,0.3,0.1,1.1,3.2,8.7,0,13.4,,HENDERSON,54,11,28,,26,43,,0.3,26,6,19,7,33,48,24,39,48,56,,52,13,52,2,17,297162,NV,3033 W HORIZON RIDGE PKWY #100,91,295573,6953,272553,246079,18,44,89052
1,NHC HOMECARE CHATTANOOGA,,0,77,2.62,1,0,2.5,7.2,7.5,1.2,19.4,21,CHATTANOOGA,70,26,44,,26,44,0,0,40,14,20,16,51,46,36,50,53,61,,59,21,69,4,14,447126,TN,"5959 SHALLOWFORD ROAD, SUITE 539",133,508131,6793,450547,505459,18,47,37421
1,NHC HOMECARE ATHENS,0,0,77,1.84,1.8,0.6,1.3,6.4,7.7,0.2,18,,ATHENS,155,44,103,,52,111,,0,32,10,19,12,36,41,39,34,38,54,,52,14,54,14,14,447449,TN,1011 WEST MADISON AVE,241,819163,4566,635862,797718,18,149,37303
1,RUSK COUNTY DEPT OF HEALTH AND HUMAN SVCS,0,0,77,1.88,5.9,0,0,2.9,5.6,0,14.4,0,LADYSMITH,57,21,35,0,22,36,0,0,23,4,26,16,46,53,26,35,53,74,,56,23,54,9,5,527082,WI,311 MINER AVE  EAST  SUITE C220,93,199805,5366,209921,225576,18,57,54848
1,HOME HEALTH INTEGRATED SERVICES INC,0,,77,2.78,2.4,0.2,0.3,3.6,15.2,0,21.7,,BURBANK,95,60,58,31,37,35,,8.8,24,14,25,8,51,46,34,37,53,61,,55,18,66,13,13,557473,CA,704 SO MAIN STREET,218,655472,6453,801251,624559,18,42,91506
1,IMS HOME HEALTH CARE INC,0,0,77,2.64,0.4,0.1,0.7,3.8,12.3,0.3,17.6,0,WESLACO,161,98,91,116,70,63,0,5.2,51,12,14,6,32,51,37,40,71,,,68,29,68,4,13,678299,TX,623 S TEXAS UNIT A,450,1314356,5791,1204719,1325935,18,45,78596
1,ENCOMPASS HOME HEALTH OF EAST TEXAS,0,,77,1.53,0.8,0,1.7,6.3,8.2,0.1,17.1,17,NACOGDOCHES,127,19,87,0,40,108,,0.3,34,12,17,15,34,35,31,43,38,63,,54,17,71,6,9,679432,TX,5204 NORTH STREET,215,825113,5653,622453,731346,18,109,75965
1,APEX CARE HOME HEALTH INC,0,,77,2.22,2.5,0.1,0.3,6.5,8,0,17.4,26,HOUSTON,115,45,80,32,35,70,,0.3,30,22,12,14,45,45,20,33,54,59,,61,20,64,10,11,747376,TX,10518 KIPP WAY DRIVE STE B-2,314,833438,6925,957606,975283,18,46,77099
1,"GRACE HOME HEALTH CARE, LLC",0,22,77,2.74,0.5,0.1,0.1,2.9,10.7,0,14.3,,SAN GABRIEL,147,102,88,76,59,45,,2.9,40,9,16,12,37,37,20,33,54,61,,63,20,62,8,13,59151,CA,917 WEST LAS TUNAS DRIVE,260,892324,7341,800537,668297,19,37,91776
1,INTERIM HEALTHCARE OF GREATER ORLANDO,0,,77,2.35,4.6,0.1,2,6.1,11.5,0,24.3,,WINTER PARK,122,32,73,,49,90,,5.4,40,10,25,16,41,43,28,39,49,70,,59,20,46,7,17,107245,FL,1091 W MORSE BLVD STE 2,179,582093,6070,575828,595670,19,100,32789
1,CONFIDENT CARE OF FLORIDA CORP,0,,77,2.09,1.4,0.1,0.4,4.6,11.2,0.2,17.8,57,JACKSONVILLE,314,118,215,19,99,196,,3.9,29,18,23,13,46,50,34,37,59,73,,60,9,59,8,17,108371,FL,6622 SOUTHPOINT DRIVE S STE 230,474,1350502,6617,1368928,1451868,19,226,32216
1,CONTINUECARE HOME HEALTH LLC,0,,77,1.84,3.4,0,0.3,11.4,8.8,0.1,24,11,WEST PALM BEACH,155,73,106,49,49,82,,6.3,34,8,17,11,28,38,29,46,46,,,63,14,61,8,14,109613,FL,2257 VISTA PARKWAY SUITE 19,215,363662,5225,936038,936444,19,90,33411
1,BAYADA HOME HEALTH CARE,,69,77,2.68,0.4,0.3,2.8,5.7,5.7,1,15.9,,WAILUKU,217,44,122,16,95,173,14,0,35,12,25,13,41,49,27,23,42,62,,53,12,36,8,18,127309,HI,"2200 MAIN STREET, SUITE 660",312,897799,8296,1134603,1074913,19,111,96793
1,ACCREDITED UNIVERSAL HOME HEALTH,0,0,77,2.19,1.1,0.1,3.2,5.3,5.4,0.5,15.4,,FORT WAYNE,136,35,86,,50,101,0,0.1,35,12,27,10,41,46,39,48,44,58,,57,16,67,18,13,157618,IN,6409 CONSTITUTION DRIVE,165,373320,6285,486344,537943,19,126,46804
1,ALLEN COUNTY REGIONAL HOME HEALTH,,0,77,1.71,2.3,0.1,2.5,4.4,9.4,0.2,18.8,,IOLA,103,26,63,0,40,77,,0.8,24,8,15,12,40,35,34,42,48,53,,54,13,43,16,12,177160,KS,826 EAST MADISON,149,518947,6022,397585,460731,19,99,66749
1,"CONCERNED CARE HOME HEALTH, INC",0,,77,2.4,2.8,0.1,0.7,3.1,14.1,0.1,20.9,20,COVINGTON,91,25,58,,33,66,,8.4,36,16,22,18,49,55,31,45,44,64,,65,23,55,10,16,197037,LA,"19550 NORTH TENTH STREET , SUITE B",199,437753,5981,568622,588137,19,66,70433
1,MIMBRES VALLEY HOME HEALTH,0,0,77,2.4,1.1,0.3,3.2,3.5,8.1,0.6,16.8,,DEMING,174,60,96,52,78,114,,0,34,11,19,15,52,32,40,40,43,58,,68,17,63,9,17,327110,NM,111 NORTH PEARL STREET,243,730398,6456,712489,765613,19,117,88031
1,WELL CARE INC DBA HOME CARE CONNECTION AND HOSPICE,,,77,2.05,1.4,0.2,1.1,3.3,11,0.2,17.2,,CARLSBAD,242,69,141,73,101,173,0,2.9,31,10,15,12,45,37,36,44,50,52,,52,14,48,10,8,327172,NM,513 S CANAL,717,2495688,6753,1969569,2062101,19,160,88220
1,ALBEMARLE HOME CARE,0,0,77,2.19,0.8,0,1.2,3.2,7.4,0,12.6,,CAMDEN,57,12,29,0,28,45,,0.1,33,7,21,21,37,47,39,30,35,60,,44,9,47,5,18,347321,NC,I60 US 158 E BUILDING B,75,192834,6534,165061,198068,19,49,27921
1,"ATTENTIVE HOME HEALTH SERVICES, LLC",0,,77,2.39,2.4,0,3.3,7.3,11.3,1,25.3,35,STOW,153,49,96,,57,104,,1.6,40,15,23,14,50,49,35,47,50,70,,55,14,70,16,14,368195,OH,"4466 DARROW ROAD, SUITE 9",217,645516,7247,693321,748815,19,115,44224
1,INTEGRIS HOME CARE MIAMI,34,0,77,1.61,3.2,0.3,0.3,6.6,6.8,0.1,17.3,0,MIAMI,243,54,162,,81,189,,0.3,21,9,23,12,40,37,30,36,41,64,,62,12,68,7,9,377050,OK,119 SOUTH MAIN STREET,316,931374,7084,781020,931916,19,207,74354
1,HOME CARE SOLUTIONS-ETOWAH,0,0,77,2.1,3.1,0,0.3,11.1,6.1,0,19.9,,ETOWAH,98,47,57,,41,51,,0,30,10,20,10,48,51,47,32,48,52,,58,10,48,6,10,447441,TN,415 NORTH TENNESSEE AVENUE,201,801152,4766,595210,732845,19,92,37331
1,HENRY CO MEDICAL CENTER H H,0,0,77,1.82,0.6,0.2,0,8,6,0.2,14.9,,PARIS,202,38,133,0,69,164,,0,27,5,19,15,43,47,33,32,42,47,,53,9,65,11,11,447499,TN,311 EAST WOOD STREET,261,674808,5790,689339,844682,19,197,38242
1,GRACE VISITING NURSES AND HOME HEALTH SERVICES INC,0,0,77,2.27,0.7,0,0.5,4.8,9.9,0.3,16.2,12,JACKSONVILLE,164,49,111,,53,115,,0,23,17,27,8,60,43,43,42,49,62,,63,23,69,6,13,457173,TX,111 CASH STREET,363,866532,6093,898307,1052106,19,148,75766
1,GOOD SHEPHERD HOME CARE - VERNAL,,,77,1.78,4.5,0,0.8,5.5,11.6,0.1,22.6,,VERNAL,165,28,107,,58,137,,9.1,28,9,20,11,38,32,27,45,38,40,,44,15,48,6,9,467237,UT,266 WEST 100 NORTH,229,989575,8379,751807,741610,19,149,84078
1,LOPEZ HEALTH SYSTEMS INC,,,77,2.85,0.3,0,0,7.3,7.3,0,15,,CRYSTAL CITY,114,69,70,79,44,45,0,0.2,25,8,13,11,47,46,27,27,65,64,,66,10,48,4,10,677290,TX,2209 NORTH HIGHWAY 83,137,212387,6203,371946,437510,19,32,78839
1,PREMIER HOME CARE,,0,77,2.27,1.9,0.1,1.2,6.4,7.3,0.2,17.1,30,LONGVIEW,182,42,122,0,60,140,,0,30,13,13,9,45,44,37,39,45,53,,52,13,67,7,8,743174,TX,823 N 4TH STREET,540,1849781,6854,1516952,1702358,19,150,75601
1,PEACEHEALTH KETCHIKAN MEDICAL CENTER HOME HEALTH,13,,77,2.06,2.9,0,2.4,4.1,8.3,0.2,17.4,0,KETCHIKAN,93,34,58,,35,59,,0.1,25,8,27,16,28,37,33,44,35,42,74,30,13,51,9,5,27014,AK,126 WASHINGTON STREET,183,1040653,8881,694139,533871,20,75,99901
1,OUACHITA COUNTY HEALTH UNIT,0,0,77,1.9,8.3,0,0,0,11.2,0,19.4,,CAMDEN,25,14,,,,11,,0.8,20,24,16,20,40,44,40,24,56,52,,52,8,52,8,4,47844,AR,740 CALIFORNIA AVENUE SW,52,145174,4680,89229,109554,20,13,71701
1,"CARE PROVIDERS, INC",,22,77,2.1,0.5,0.1,1.4,6.3,7.4,0,15.8,27,LOS ANGELES,186,63,128,31,58,123,,1,20,10,14,19,30,35,21,28,42,66,,52,24,,3,9,58133,CA,"3325 WILSHIRE BLVD., SUITE 950",228,632939,10659,859426,726850,20,105,90010
1,"DEPENDABLE HOME HEALTH, INC",0,,77,2.64,2.5,0.1,0,2.2,10.8,0.1,15.7,26,MOJAVE,198,82,131,44,67,116,,1.6,30,15,16,15,48,51,45,34,60,62,,70,17,61,7,15,59022,CA,"16922 AIRPORT BOULEVARD, BUILDING 1, SUITE 17",400,833358,8752,1198849,1025221,20,122,93501
1,DEPENDABLE HOME CARE SERVICES INC,0,161,77,2.07,2.1,0.1,0.2,4.7,15.4,0,22.5,,SIMI VALLEY,350,243,215,31,135,107,,6.9,35,16,11,10,24,38,21,30,48,,,50,21,74,7,8,59083,CA,5924 E LOS ANGELES AVE STE O,613,1892600,8481,2380821,1915594,20,148,93063
1,HEALTH PLUS HOME HEALTH CARE INC,0,,77,1.45,0,0.1,1.6,6.6,3.4,0.2,12,12,SAN DIEGO,143,21,40,20,103,122,,0.5,31,10,11,10,29,31,21,34,38,38,71,38,9,29,4,9,59356,CA,2251 SAN DIEGO AVENUE,161,291948,9572,555026,478424,20,101,92110
1,SSM HEALTH AT HOME- AUDRAIN,0,0,77,1.76,2,0,2,7.7,7.2,0,18.5,,MEXICO,124,22,91,0,33,102,,0.8,24,8,27,18,51,35,37,46,39,75,,59,22,,10,9,267036,MO,"605 EAST PROMENADE, SUITE B",146,377309,6044,399776,472067,20,118,65265
1,LEWIS COUNTY HOME HEALTH AGENCY,0,0,77,1.53,2.5,0,2.8,6.9,9.2,0,21.4,,MONTICELLO,159,33,95,0,64,126,,1,16,6,26,14,43,34,32,27,45,67,,58,9,54,4,8,267127,MO,P O BOX 96,224,574487,7085,600768,706733,20,157,63457
1,ROSS HEALTH CARE SERVICES OF NORTHERN OKLAHOMA,,,77,2.01,0.4,0,0.3,2.9,10.3,0,14,,ENID,224,52,139,,85,172,,0.2,32,11,22,21,45,52,37,46,46,59,,64,11,63,12,16,377714,OK,427 E CHEROKEE AVE,529,1117681,5221,1162934,1386982,20,206,73701
1,MULTI CARE HOME HEALTH AGENCY INC,0,,77,1.87,1.7,0,2.1,3.3,9,0.1,16.2,30,WILLOW GROVE,59,39,43,,16,20,0,0.2,41,12,12,12,44,29,14,22,46,59,,47,5,53,2,25,398123,PA,"711 NORTH YORK ROAD, SUITE 102",102,186926,8183,306543,291569,20,21,19090
1,COMMUNITY HEALTHCARE SERVICES,0,,77,3.4,1.3,0,0.1,1,6.8,0.1,9.3,,EL PASO,80,45,43,63,37,35,0,0.3,43,11,9,9,44,46,36,50,65,,,61,26,51,8,9,457854,TX,1057 DONIPHAN PARK CIRCLE SUITE H,329,465354,6177,557787,644153,20,,79922
1,CONTINUING CARE HOME HEALTH SERVICES,,,77,2.06,0.9,0,0.7,8.6,5.1,0.4,15.7,,HARRISONBURG,153,63,98,,55,90,0,0,34,14,25,10,42,46,27,37,40,68,,46,18,58,12,14,497421,VA,579 EAST MARKET STREET,200,706876,6848,559081,638820,20,141,22801
1,HERITAGE HOME HEALTH,0,0,77,1.91,2.8,0.1,0.4,6.3,11.1,0.4,21.1,26,TYLER,339,55,197,,142,284,,7.5,29,12,19,16,45,36,38,45,44,72,,52,19,73,5,12,677220,TX,120 E SOUTHTOWN DRIVE SUITE 100,597,1653938,6331,1741331,1843230,20,306,75703
1,FIRST HOUSTON HEALTH CARE LLC,0,18,77,2.26,1.5,0.2,1.5,7.3,9.2,0.1,19.9,12,HOUSTON,150,51,97,,53,99,,0.6,31,11,20,11,46,39,36,31,54,71,,55,21,74,7,9,679142,TX,"6300 HILLCROFT ST, SUITE 310",255,771771,5775,710200,779277,20,109,77081
1,ACP HEALTH CARE RESOURCES INC,,24,77,2.71,5.6,0.1,1.4,6.6,9.7,0,23.5,33,SUGAR LAND,125,53,80,20,45,72,,0.3,44,19,20,9,54,56,26,39,64,74,,62,18,54,9,12,679269,TX,5750 HOMEWARD WAY,329,885002,6210,1052400,1072550,20,47,77479
1,1ST AID HOME HEALTH SERVICES,0,11,77,2.4,4.2,0,0.6,2.7,8.4,0.1,16,29,PLANO,136,73,91,,45,63,,0,32,10,11,8,43,43,24,45,65,,,52,13,65,9,10,747129,TX,4604 PUTNAM DRIVE,381,1172092,5727,930863,957741,20,81,75024
1,FAMILY HOME HEALTH,,,77,2.21,2.8,0.1,0.8,6,9,0.2,18.9,31,COLLEGE STATION,247,61,153,26,94,186,0,0.6,31,9,19,11,47,48,26,40,42,64,,51,19,65,5,10,747505,TX,7607 EASTMARK DR. STE.112,376,987379,7077,1014567,1092021,20,186,77840
1,MERCY HOME HEALTH,0,,77,2.06,3,0.1,0.3,3.7,12.6,0.2,19.9,,BERRYVILLE,129,34,82,0,47,95,,1.7,29,8,27,17,47,41,33,37,37,64,,53,23,57,5,12,47110,AR,"804 WEST FREEMAN, SUITE 4",222,659321,6658,482013,583600,21,126,72616
1,REGIONAL HOME CARE HELENA,0,0,77,1.99,0,0,0.2,5.2,8.7,0,14.1,107,HELENA,214,115,129,,85,99,,0,24,11,16,15,46,48,32,22,48,52,,58,11,64,11,13,47112,AR,119 HICKORY HILL,362,896657,5911,869731,1077585,21,105,72342
1,FAIRFIELD MEMORIAL HOSPITAL,,0,77,2.05,0,0,1,4,11.6,0.1,16.2,0,FAIRFIELD,116,31,76,0,40,85,,3.5,24,7,28,17,48,45,34,34,45,58,,53,16,55,5,9,147612,IL,303 NORTH WEST 11TH STREET,143,306067,8608,361087,390300,21,115,62837
1,MERCY MCCUNE BROOKS HOME HEALTH,,,77,1.71,0.9,0.1,0.2,5,5.9,0.2,12.4,,CARTHAGE,147,24,81,0,66,123,0,0,26,12,21,14,39,46,39,33,45,66,,59,17,,5,14,267214,MO,3125 DR RUSSELL SMITH WAY  SUITE 1153,164,405136,7115,341726,409374,21,144,64836
1,MOUNTAIN HOME NURSING SERVICE,,0,77,1.81,1.7,0,0.1,5.6,8.5,0,15.9,0,HAYESVILLE,161,50,97,0,64,111,,0,30,15,17,15,39,44,40,48,48,68,,47,16,65,8,8,347033,NC,115 MOUNTAIN HOME NURSING LANE,275,514013,6062,776127,895054,21,156,28904
1,MASTERS HEALTH CARE SERVICES INC,0,,77,2.18,4.7,0,2.9,4.5,13.3,0.1,25.4,14,HOUSTON,55,18,30,,25,37,,6.2,42,15,20,7,42,45,24,33,56,53,,55,11,51,13,15,458098,TX,11999 KATY FREEWAY #275,197,596354,6288,636022,608776,21,32,77079
1,PROMEDIC HOME HEALTH SERVICES,0,,77,2.39,2.5,0.1,2.3,5.8,8.7,0.3,19.7,18,HOUSTON,86,29,61,13,25,57,,0.4,33,26,20,16,42,30,35,48,62,60,,55,22,65,13,16,677973,TX,"8399 ALMEDA ROAD, SUITE L-2",198,600175,7077,624728,635622,21,50,77036
1,AMEDISYS HOME HEALTH,0,0,77,2.91,0.8,0.2,2.9,4.8,8.9,0.4,17.9,,SAN ANTONIO,114,20,56,32,58,94,,1.3,40,18,17,16,60,64,30,40,56,67,,63,14,38,10,14,678334,TX,5410 FREDERICKSBURG ROAD STE 306,160,536979,5641,456194,498851,21,76,78229
1,ENCOMPASS HOME HEALTH OF NORTH CENTRAL TEXAS,0,,77,1.84,3.3,0,0.8,4.8,11.4,0.2,20.5,,GRANBURY,311,37,192,,119,274,0,3.5,30,11,15,12,40,40,37,47,36,67,,50,19,74,5,8,679021,TX,2901 GLEN ROSE HIGHWAY SUITE 105,677,2908883,6530,1885174,2143187,21,303,76048
1,"UNIVERSITY OF ARIZONA MEDICAL CTRR-HOME HEAL, THE",,,77,2.69,1.2,0.3,2.3,6.1,7.3,0.4,17.6,,TUCSON,115,29,65,20,50,86,0,0.3,29,10,26,23,43,48,23,40,35,60,,58,20,42,6,4,37052,AZ,"655 EAST RIVER ROAD, SUITE B209",149,650658,6729,417530,459452,22,84,85704
1,"WESTSIDE HOME HEALTH, INC.",,26,77,2.33,0.5,0.1,0,5.2,12.5,0,18.4,64,LOS ANGELES,230,152,144,70,86,78,,3.2,28,22,13,10,50,42,33,40,57,67,,66,24,,8,13,58398,CA,"3171 LOS FELIZ BLVD., STE. 212-A",486,1360589,8251,1824352,1508245,22,64,90039
1,GUNNISON VALLEY HEALTH HOME MEDICAL SERVICES,,0,77,1.64,2.3,0.2,1.1,5.6,8,0,17.2,0,GUNNISON,87,18,43,,44,69,0,0.1,23,11,11,15,32,23,29,25,21,26,64,29,9,54,1,2,67191,CO,120 NORTH BOULEVARD,118,331070,9478,332480,332313,22,84,81230
1,DOCTOR'S MEMORIAL HOSPITAL HOME HEALTH,0,,77,1.81,2.6,0,0,7,6.9,0,16.4,30,PERRY,203,57,110,,93,146,,0.1,33,6,19,12,39,39,36,27,45,52,,55,12,57,4,7,107458,FL,1209 N CENTER ST,332,1030038,7180,835754,972836,22,167,32347
1,"ASTER HOME HEALTH SERVICES, LLC",0,,77,1.94,0.2,0.1,0.1,6.9,6.9,0,14.3,98,CHICAGO,214,142,150,14,64,72,,0,37,22,16,10,45,36,24,34,57,59,,63,11,,7,14,148307,IL,"3101 N CALIFORNIA AVENUE, STE 1S",403,867714,8924,1198226,1177922,22,95,60618
1,GUARDIAN ANGEL HOME HEALTH CARE INC,0,0,77,1.92,11.5,0,0.1,8.2,6.8,0,26.6,,BICKNELL,191,57,129,0,62,134,,1,24,6,23,9,32,47,38,39,46,57,,45,12,63,9,15,157503,IN,11617 E SR 67 PO BOX 95,308,1071174,6626,874044,958362,22,189,47512
1,ATCHISON HOSPITAL HH CARE SERVICES,,0,77,1.74,0.9,0.3,1.2,5.5,7.6,0.1,15.7,,ATCHISON,163,31,99,,64,132,,0.5,19,14,20,15,42,39,33,32,34,56,,55,11,55,7,10,177181,KS,800 RAVEN HILL DRIVE,197,662504,7856,468409,554616,22,153,66002
1,DELTA HOME HEALTH SOUTH,0,0,77,2.11,0.5,0.1,0.6,3.7,6.4,0.1,11.3,14,KENNER,60,19,41,,19,41,,0,42,20,35,8,43,47,30,37,50,75,,,10,50,7,17,197423,LA,2200 VETERANS MEMORIAL BLVD SUITE 211,155,288141,7567,358750,447856,22,44,70062
1,SUN HOME HEALTH CARE,0,,77,2.72,1,0.1,0,9.7,4.6,0,15.4,63,SOUTHFIELD,75,37,56,0,19,38,,0,41,20,5,13,59,40,43,33,68,,,,5,,13,12,239116,MI,"17356 WEST 12 MILE RD, SUITE 200",143,269521,8674,412827,438153,22,11,48076
